game,flagSide,event1,event2,event3,event4,event5,event6,event7,event8,event9,event10,event11,event12,event13,event14,event15,event16,event17,event18,event19,event20,event21,event22,event23,event24,event25,event26,event27,event28,event29,event30,event31,event32,event33,event34,event35
ESPORTSTMNT02_2574506,,RED: first_blood,BLUE: herald,RED: dragon,RED: herald,BLUE: first_tower_bot,RED: first_tower_mid,BLUE: first_tower_top,RED: dragon,RED: second_tower_mid,RED: baron,BLUE: dragon,RED: first_tower_bot,BLUE: second_tower_top,RED: first_tower_top,RED: dragon,RED: third_tower_mid,RED: dragon,RED: baron,RED: second_tower_top,RED: second_tower_bot,RED: inhibitor_mid,RED: third_tower_bot,RED: inhibitor_bot,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,
ESPORTSTMNT02_2575812,,BLUE: first_blood,BLUE: dragon,BLUE: herald,BLUE: first_tower_top,RED: first_tower_bot,BLUE: second_tower_top,RED: dragon,RED: first_tower_top,BLUE: first_tower_bot,RED: second_tower_top,RED: dragon,RED: baron,RED: first_tower_mid,RED: second_tower_bot,RED: second_tower_mid,RED: dragon,RED: third_tower_bot,RED: third_tower_mid,RED: inhibitor_bot,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,
ESPORTSTMNT02_2575865,,BLUE: herald,BLUE: dragon,BLUE: first_tower_bot,BLUE: first_tower_top,RED: first_blood,BLUE: first_tower_mid,BLUE: dragon,RED: herald,BLUE: second_tower_bot,RED: first_tower_bot,RED: second_tower_bot,BLUE: dragon,BLUE: baron,BLUE: second_tower_mid,BLUE: second_tower_top,BLUE: third_tower_mid,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: inhibitor_mid,BLUE: third_tower_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,
ESPORTSTMNT02_2575902,,BLUE: first_blood,BLUE: herald,RED: dragon,RED: first_tower_bot,BLUE: first_tower_top,RED: dragon,BLUE: first_tower_mid,BLUE: first_tower_bot,BLUE: baron,BLUE: dragon,BLUE: second_tower_top,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2575922,,RED: dragon,BLUE: herald,RED: first_blood,RED: dragon,RED: first_tower_top,BLUE: dragon,RED: first_tower_bot,RED: dragon,BLUE: first_tower_bot,RED: first_tower_mid,BLUE: first_tower_top,RED: second_tower_mid,RED: dragon,RED: baron,RED: second_tower_top,RED: second_tower_bot,RED: third_tower_bot,RED: inhibitor_bot,RED: elder_dragon,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,
ESPORTSTMNT02_2556220,,RED: first_blood,RED: dragon,BLUE: herald,RED: dragon,RED: first_tower_bot,BLUE: first_tower_top,RED: second_tower_bot,BLUE: herald,BLUE: first_tower_bot,BLUE: first_tower_mid,BLUE: dragon,BLUE: second_tower_bot,RED: baron,BLUE: second_tower_mid,RED: first_tower_top,BLUE: second_tower_top,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,
ESPORTSTMNT02_2556267,,RED: first_blood,RED: dragon,RED: herald,RED: first_tower_top,RED: dragon,BLUE: first_tower_bot,RED: second_tower_top,RED: herald,RED: first_tower_mid,BLUE: first_tower_top,RED: dragon,RED: first_tower_bot,RED: second_tower_bot,BLUE: second_tower_top,RED: second_tower_mid,RED: dragon,RED: baron,RED: third_tower_mid,RED: inhibitor_mid,RED: third_tower_top,RED: inhibitor_top,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,
ESPORTSTMNT02_2556322,,RED: first_blood,BLUE: herald,RED: dragon,BLUE: first_tower_bot,BLUE: first_tower_top,RED: dragon,RED: first_tower_bot,BLUE: first_tower_mid,RED: dragon,BLUE: second_tower_mid,RED: baron,RED: first_tower_top,RED: second_tower_top,RED: third_tower_top,RED: inhibitor_top,RED: first_tower_mid,RED: second_tower_mid,RED: second_tower_bot,RED: third_tower_mid,RED: dragon,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,
ESPORTSTMNT02_2556364,,RED: first_blood,RED: dragon,BLUE: herald,BLUE: first_tower_bot,BLUE: dragon,BLUE: herald,BLUE: first_tower_mid,BLUE: dragon,BLUE: first_tower_top,BLUE: second_tower_bot,BLUE: baron,BLUE: dragon,BLUE: second_tower_mid,BLUE: second_tower_top,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,
ESPORTSTMNT02_2557476,,BLUE: dragon,BLUE: herald,BLUE: first_blood,BLUE: dragon,BLUE: first_tower_top,BLUE: first_tower_bot,RED: herald,RED: first_tower_bot,BLUE: first_tower_mid,BLUE: dragon,RED: first_tower_top,RED: dragon,RED: first_tower_mid,BLUE: baron,RED: second_tower_bot,BLUE: second_tower_mid,BLUE: second_tower_bot,RED: dragon,BLUE: third_tower_bot,RED: dragon,RED: second_mid_tower,BLUE: inhibitor_bot,RED: baron,RED: third_tower_bot,RED: inhibitor_bot,RED: third_tower_mid,RED: inhibitor_mid,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: dragon,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,
ESPORTSTMNT02_2557532,,RED: dragon,BLUE: first_blood,BLUE: herald,RED: dragon,BLUE: first_tower_top,BLUE: first_tower_bot,BLUE: first_tower_mid,BLUE: dragon,BLUE: herald,BLUE: second_tower_bot,BLUE: third_tower_bot,RED: first_tower_top,BLUE: inhibitor_bot,BLUE: second_tower_mid,BLUE: dragon,BLUE: third_tower_mid,BLUE: second_tower_top,RED: first_tower_bot,BLUE: dragon,RED: first_tower_mid,BLUE: baron,BLUE: inhibitor_mid,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,
ESPORTSTMNT02_2557567,,RED: first_blood,BLUE: herald,BLUE: first_tower_mid,BLUE: dragon,RED: first_tower_top,RED: herald,BLUE: first_tower_bot,RED: second_tower_top,RED: dragon,BLUE: second_tower_mid,RED: dragon,BLUE: first_tower_top,RED: first_tower_bot,BLUE: baron,BLUE: second_tower_top,BLUE: third_tower_mid,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,
ESPORTSTMNT02_2557604,,BLUE: first_blood,RED: herald,RED: dragon,RED: dragon,RED: herald,RED: first_tower_top,RED: first_tower_bot,BLUE: first_tower_top,BLUE: dragon,RED: first_tower_mid,RED: dragon,RED: baron,BLUE: first_tower_bot,RED: second_tower_mid,RED: third_tower_mid,RED: inhibitor_mid,RED: dragon,RED: second_tower_bot,RED: third_tower_bot,RED: baron,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,
ESPORTSTMNT02_2557624,,RED: first_blood,RED: herald,RED: dragon,RED: first_tower_bot,BLUE: first_tower_bot,RED: first_tower_top,RED: herald,BLUE: dragon,RED: second_tower_top,RED: first_tower_mid,BLUE: first_tower_mid,BLUE: dragon,RED: baron,RED: second_tower_bot,RED: third_tower_top,RED: second_tower_mid,RED: third_tower_bot,RED: inhibitor_bot,RED: third_tower_mid,RED: inhibitor_mid,RED: inhibitor_top,RED: dragon,RED: baron,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,
ESPORTSTMNT02_2557962,,BLUE: first_blood,BLUE: herald,RED: dragon,RED: first_tower_bot,BLUE: first_tower_top,BLUE: herald,RED: dragon,RED: first_tower_top,BLUE: first_tower_mid,RED: first_tower_mid,BLUE: dragon,RED: baron,RED: second_tower_mid,BLUE: second_tower_top,RED: second_tower_bot,RED: third_tower_mid,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,
ESPORTSTMNT02_2557993,,RED: first_blood,RED: herald,RED: dragon,RED: herald,RED: first_tower_mid,BLUE: first_tower_bot,BLUE: dragon,BLUE: first_tower_mid,RED: first_tower_top,RED: second_tower_mid,RED: first_tower_bot,RED: baron,BLUE: dragon,RED: second_tower_bot,RED: second_tower_top,RED: third_tower_top,RED: inhibitor_top,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,
ESPORTSTMNT02_2558009,,BLUE: first_blood,BLUE: herald,BLUE: first_tower_bot,BLUE: first_tower_top,RED: dragon,RED: first_tower_bot,BLUE: herald,BLUE: first_tower_mid,BLUE: second_tower_bot,RED: first_tower_top,RED: first_tower_mid,RED: dragon,BLUE: baron,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: second_tower_top,BLUE: dragon,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,
ESPORTSTMNT02_2558340,,BLUE: first_blood,BLUE: dragon,BLUE: herald,BLUE: first_tower_bot,BLUE: dragon,BLUE: first_tower_top,RED: first_tower_mid,RED: herald,BLUE: dragon,BLUE: first_tower_mid,BLUE: second_tower_mid,RED: first_tower_bot,BLUE: baron,BLUE: second_tower_top,BLUE: third_tower_mid,BLUE: second_tower_bot,BLUE: dragon,BLUE: inhibitor_mid,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: baron,BLUE: third_tower_top,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,
ESPORTSTMNT02_2558353,,BLUE: dragon,RED: first_blood,BLUE: herald,BLUE: dragon,BLUE: dragon,BLUE: herald,BLUE: first_tower_top,BLUE: first_tower_bot,RED: first_tower_mid,BLUE: second_tower_bot,RED: dragon,BLUE: first_tower_mid,RED: first_tower_bot,RED: dragon,RED: second_tower_mid,RED: baron,RED: first_tower_top,BLUE: dragon,RED: third_tower_mid,RED: baron,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,
ESPORTSTMNT03_2562201,,RED: first_blood,RED: herald,RED: first_tower_top,RED: dragon,BLUE: first_tower_bot,RED: herald,RED: first_tower_bot,RED: dragon,BLUE: first_tower_top,RED: dragon,RED: first_tower_mid,RED: baron,RED: second_tower_top,RED: second_tower_mid,RED: third_tower_mid,RED: third_tower_top,RED: inhibitor_top,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,
ESPORTSTMNT03_2562244,,BLUE: dragon,BLUE: first_blood,RED: dragon,RED: herald,RED: first_tower_top,RED: second_tower_top,BLUE: first_tower_bot,RED: dragon,RED: first_tower_bot,BLUE: first_tower_top,RED: second_tower_bot,RED: first_tower_mid,BLUE: dragon,BLUE: first_tower_mid,BLUE: second_tower_top,BLUE: baron,BLUE: dragon,BLUE: second_tower_mid,BLUE: second_tower_bot,RED: third_tower_top,BLUE: third_tower_bot,BLUE: inhibitor_bot,RED: inhibitor_top,BLUE: third_tower_mid,BLUE: inhibitor_mid,RED: nexus_tower,BLUE: nexus_tower,BLUE: third_tower_top,BLUE: dragon,BLUE: nexus_tower,BLUE: nexus,,,,
ESPORTSTMNT03_2562289,,RED: first_blood,RED: herald,BLUE: dragon,RED: first_tower_top,RED: first_tower_bot,RED: dragon,BLUE: herald,BLUE: first_tower_bot,RED: second_tower_top,BLUE: first_tower_mid,RED: first_tower_mid,BLUE: first_tower_top,RED: second_tower_bot,BLUE: second_tower_top,RED: dragon,BLUE: second_tower_mid,BLUE: dragon,BLUE: third_tower_mid,BLUE: baron,RED: second_tower_mid,BLUE: dragon,BLUE: second_tower_bot,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,
ESPORTSTMNT03_2562322,,RED: first_blood,RED: dragon,RED: herald,RED: dragon,BLUE: first_tower_top,BLUE: herald,BLUE: dragon,RED: first_tower_mid,BLUE: first_tower_bot,BLUE: first_tower_mid,BLUE: second_tower_bot,RED: baron,BLUE: dragon,RED: second_tower_mid,RED: first_tower_top,BLUE: dragon,BLUE: baron,BLUE: second_tower_top,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,
ESPORTSTMNT03_2562354,,RED: first_blood,RED: dragon,BLUE: herald,BLUE: first_tower_top,RED: first_tower_bot,BLUE: second_tower_top,RED: dragon,RED: herald,BLUE: first_tower_mid,RED: first_tower_top,BLUE: dragon,BLUE: first_tower_bot,RED: first_tower_mid,RED: second_tower_bot,RED: baron,BLUE: second_tower_top,BLUE: dragon,RED: second_tower_mid,RED: dragon,RED: third_tower_mid,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,
ESPORTSTMNT03_2542608,,BLUE: dragon,BLUE: first_blood,BLUE: first_tower_top,BLUE: dragon,BLUE: first_tower_bot,RED: herald,BLUE: first_tower_mid,BLUE: dragon,RED: first_tower_top,BLUE: second_tower_mid,RED: first_tower_bot,RED: dragon,BLUE: baron,BLUE: second_tower_bot,BLUE: third_tower_bot,BLUE: third_tower_mid,BLUE: inhibitor_bot,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: second_tower_top,BLUE: third_tower_top,BLUE: dragon,RED: baron,RED: first_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus,,,,,,,,
ESPORTSTMNT03_2542652,,RED: first_blood,BLUE: herald,RED: first_tower_bot,RED: herald,BLUE: first_tower_bot,BLUE: herald,BLUE: first_tower_top,RED: dragon,RED: first_tower_top,BLUE: second_tower_bot,RED: first_tower_mid,BLUE: second_tower_top,RED: second_tower_bot,BLUE: third_tower_top,RED: dragon,BLUE: first_tower_mid,BLUE: third_tower_bot,RED: baron,RED: second_tower_mid,RED: second_tower_top,RED: third_tower_top,RED: inhibitor_top,BLUE: inhibitor_bot,RED: dragon,RED: third_tower_bot,RED: inhibitor_bot,RED: third_tower_mid,RED: baron,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,
ESPORTSTMNT03_2542777,,RED: herald,BLUE: first_blood,BLUE: dragon,BLUE: first_tower_bot,RED: first_tower_top,BLUE: second_tower_bot,RED: first_tower_mid,BLUE: dragon,BLUE: first_tower_top,BLUE: first_tower_mid,RED: first_tower_bot,BLUE: second_tower_top,BLUE: second_tower_mid,BLUE: third_tower_top,BLUE: third_tower_mid,BLUE: inhibitor_top,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,
ESPORTSTMNT03_2542841,,RED: first_blood,RED: dragon,RED: dragon,RED: first_tower_bot,RED: first_tower_mid,BLUE: herald,BLUE: first_tower_top,RED: dragon,RED: first_tower_top,RED: dragon,BLUE: first_tower_bot,RED: second_tower_top,RED: baron,RED: third_tower_top,RED: inhibitor_top,RED: elder_dragon,RED: second_tower_bot,RED: third_tower_bot,RED: inhibitor_bot,RED: third_tower_mid,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,
ESPORTSTMNT03_2544211,,RED: first_blood,BLUE: herald,BLUE: first_tower_top,BLUE: herald,RED: dragon,RED: first_tower_bot,BLUE: first_tower_bot,BLUE: first_tower_mid,BLUE: second_tower_mid,BLUE: dragon,BLUE: baron,BLUE: second_tower_bot,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: second_tower_top,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: nexus_tower,BLUE: baron,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,
ESPORTSTMNT03_2544300,,RED: first_blood,BLUE: herald,BLUE: dragon,RED: first_tower_bot,RED: dragon,BLUE: herald,RED: first_tower_mid,RED: first_tower_top,BLUE: first_tower_mid,RED: second_tower_bot,RED: dragon,RED: dragon,BLUE: baron,BLUE: second_tower_mid,BLUE: first_tower_top,BLUE: first_tower_bot,RED: dragon,RED: second_tower_mid,RED: third_tower_bot,RED: inhibitor_bot,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,
ESPORTSTMNT03_2544345,,RED: first_blood,RED: dragon,RED: dragon,BLUE: herald,RED: first_tower_top,RED: first_tower_bot,BLUE: first_tower_mid,RED: dragon,RED: first_tower_mid,BLUE: first_tower_bot,RED: second_tower_top,BLUE: herald,RED: second_tower_bot,BLUE: second_tower_mid,RED: dragon,RED: baron,RED: second_tower_mid,RED: third_tower_bot,RED: third_tower_mid,RED: inhibitor_mid,RED: inhibitor_bot,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,
ESPORTSTMNT03_2544371,,RED: first_blood,BLUE: dragon,RED: herald,RED: first_tower_top,RED: dragon,BLUE: first_tower_bot,RED: second_tower_top,BLUE: dragon,RED: first_tower_mid,RED: first_tower_bot,RED: second_tower_mid,BLUE: dragon,RED: second_tower_bot,BLUE: dragon,RED: baron,RED: third_tower_top,RED: inhibitor_top,RED: third_tower_bot,RED: inhibitor_bot,RED: nexus_tower,BLUE: elder_dragon,BLUE: baron,BLUE: first_tower_mid,BLUE: second_tower_mid,BLUE: inhibitor_mid,BLUE: first_tower_top,BLUE: second_tower_bot,RED: inhibitor_top,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,
ESPORTSTMNT03_2544412,,BLUE: first_blood,BLUE: dragon,BLUE: herald,BLUE: dragon,BLUE: first_tower_bot,RED: first_tower_bot,BLUE: first_tower_top,BLUE: first_tower_mid,BLUE: second_tower_mid,BLUE: second_tower_bot,BLUE: dragon,BLUE: baron,BLUE: third_tower_bot,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: inhibitor_bot,BLUE: dragon,BLUE: second_tower_top,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,
ESPORTSTMNT03_2564697,,RED: first_blood,BLUE: dragon,BLUE: herald,BLUE: dragon,RED: first_tower_top,RED: first_tower_bot,RED: second_tower_bot,RED: herald,BLUE: first_tower_bot,RED: dragon,RED: first_tower_mid,RED: second_tower_mid,RED: third_tower_bot,RED: baron,RED: third_tower_mid,RED: inhibitor_mid,RED: inhibitor_bot,RED: second_tower_top,RED: third_tower_top,RED: dragon,RED: inhibitor_bot,RED: inhibitor_mid,RED: inhibitor_top,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,
ESPORTSTMNT03_2564761,,RED: first_blood,BLUE: dragon,RED: herald,BLUE: dragon,RED: herald,RED: first_tower_mid,BLUE: first_tower_bot,RED: second_tower_mid,RED: first_tower_top,RED: first_tower_bot,BLUE: first_tower_top,BLUE: first_tower_mid,BLUE: dragon,BLUE: dragon,RED: second_tower_bot,RED: third_tower_bot,BLUE: baron,RED: inhibitor_bot,RED: third_tower_mid,BLUE: second_tower_bot,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,
ESPORTSTMNT03_2564782,,BLUE: first_blood,BLUE: dragon,RED: herald,RED: first_tower_bot,BLUE: dragon,BLUE: first_tower_bot,BLUE: herald,RED: first_tower_top,BLUE: first_tower_top,RED: dragon,RED: first_tower_mid,BLUE: first_tower_mid,RED: dragon,BLUE: second_tower_mid,BLUE: second_tower_bot,RED: dragon,RED: second_tower_bot,RED: baron,BLUE: third_tower_mid,RED: third_tower_bot,RED: second_tower_mid,RED: inhibitor_bot,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,
ESPORTSTMNT03_2564812,,RED: dragon,BLUE: herald,BLUE: first_blood,RED: dragon,RED: first_tower_bot,BLUE: first_tower_top,RED: first_tower_top,RED: dragon,BLUE: herald,RED: first_tower_mid,RED: dragon,RED: baron,RED: second_tower_top,RED: second_tower_mid,RED: second_tower_bot,RED: third_tower_bot,RED: inhibitor_bot,BLUE: first_tower_mid,RED: elder_dragon,RED: third_tower_top,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,
ESPORTSTMNT03_2564859,,RED: first_blood,RED: herald,BLUE: dragon,RED: first_tower_bot,RED: second_tower_bot,RED: herald,RED: first_tower_top,RED: first_tower_mid,RED: second_tower_mid,RED: dragon,RED: baron,RED: second_tower_top,RED: third_tower_top,RED: inhibitor_top,BLUE: first_tower_bot,RED: third_tower_mid,RED: inhibitor_mid,RED: third_tower_bot,RED: nexus_tower,RED: inhibitor_bot,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,
ESPORTSTMNT03_2566738,,BLUE: first_blood,BLUE: herald,RED: dragon,BLUE: dragon,BLUE: first_tower_bot,BLUE: herald,BLUE: first_tower_top,BLUE: first_tower_mid,BLUE: baron,BLUE: dragon,RED: first_tower_top,BLUE: second_tower_bot,BLUE: second_tower_mid,RED: first_tower_bot,BLUE: second_tower_top,RED: dragon,RED: baron,RED: first_tower_mid,RED: second_tower_mid,RED: third_tower_mid,RED: inhibitor_mid,RED: second_tower_bot,RED: dragon,BLUE: baron,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: dragon,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: nexus_tower,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,
