game,flagSide,team,result,top,jungle,mid,carry,supp,ban1,ban2,ban3,ban4,ban5,firstBlood,firstTower,firstHerald,event1,event2,event3,event4,event5,event6,event7,event8,event9,event10,event11,event12,event13,event14,event15,event16,event17,event18,event19,event20,event21,event22,event23,event24,event25,event26,event27,event28,event29,event30,event31,event32,event33,event34,event35
ESPORTSTMNT01_2731682,1,LOUD,0,104,106,13,222,111,5,131,109,164,23,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2731682,0,RED Canids,1,48,64,103,523,89,124,4,120,108,134,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2731711,1,Rensga eSports,1,777,106,103,222,412,58,4,109,24,123,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2731711,0,Liberty,0,164,5,61,523,111,124,51,13,84,120,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2731745,1,KaBuM! e-Sports,0,104,108,103,124,111,51,109,4,89,142,1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2731745,0,paiN Gaming,1,126,5,134,222,12,64,350,120,59,123,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2731791,1,Netshoes Miners,1,164,108,13,202,3,109,120,4,134,45,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2731791,0,INTZ,0,104,5,103,523,89,123,124,222,23,39,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2742201,1,Flamengo Esports,1,126,64,112,222,201,104,51,4,164,89,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2742201,0,LOUD,0,54,108,103,523,111,109,124,134,412,223,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2742246,1,INTZ,0,164,106,45,222,12,5,123,13,517,23,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2742246,0,FURIA Esports,1,114,59,103,124,89,4,109,64,134,7,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2742333,1,paiN Gaming,1,150,64,61,124,111,123,5,523,12,108,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2742333,0,Netshoes Miners,0,109,120,13,18,89,51,126,222,134,142,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2742361,1,Liberty,0,114,59,142,51,99,109,222,89,23,103,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2742361,0,RED Canids,1,164,5,123,81,43,4,124,13,61,134,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2742426,1,Rensga eSports,0,84,5,103,523,111,64,126,123,58,68,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2742426,0,KaBuM! e-Sports,1,104,59,13,81,89,222,124,51,777,39,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2743756,1,FURIA Academy,1,62,106,61,222,497,4,118,111,103,142,1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2743756,0,Flamengo Academy,0,126,5,268,523,223,124,64,13,164,23,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2743815,1,LOUD Academy,1,104,427,112,222,111,5,13,118,126,23,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2743815,0,RED Academy,0,164,120,16,523,350,124,4,109,2,875,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2743846,1,Rensga Academy,0,875,64,123,222,117,51,109,120,58,150,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2743846,0,Liberty Academy,1,266,5,103,523,89,124,13,43,201,111,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2743876,1,KaBuM! Academy,0,109,104,517,124,350,126,4,106,7,13,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2743876,0,paiN Gaming Academy,1,164,120,61,222,117,51,64,5,134,777,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2744457,1,Flamengo Academy,1,104,64,38,222,111,5,4,13,875,266,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2744457,0,LOUD Academy,0,109,120,103,523,89,124,118,126,123,84,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2744507,1,INTZ Academy,0,164,120,26,51,89,64,43,106,266,517,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2744507,0,FURIA Academy,1,118,5,13,222,555,111,109,124,39,24,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2744546,1,paiN Gaming Academy,1,85,108,13,51,111,43,109,120,39,103,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2744546,0,Netshoes Miners Academy,0,58,64,7,222,99,126,106,124,150,104,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2744573,1,Rensga Academy,0,104,2,43,222,89,5,103,39,164,109,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2744573,0,KaBuM! Academy,1,58,64,134,523,555,124,4,120,117,126,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2745172,1,Netshoes Miners Academy,1,875,5,61,222,412,53,126,120,103,266,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2745172,0,INTZ Academy,0,109,64,7,523,111,43,51,124,13,4,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2745222,1,Liberty Academy,1,58,64,103,222,201,104,43,109,13,126,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2745222,0,RED Academy,0,150,5,7,523,111,120,124,51,223,89,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2770585,1,FURIA Esports,1,126,106,517,124,89,64,4,51,39,164,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2770585,0,paiN Gaming,0,150,120,103,222,201,125,109,5,7,123,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2770628,1,LOUD,1,79,120,42,124,89,109,5,108,12,111,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2770628,0,Liberty,0,266,64,4,222,412,103,150,104,13,123,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2770671,1,Flamengo Esports,1,104,106,103,222,111,125,109,124,517,164,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2770671,0,INTZ,0,150,5,112,523,89,13,64,4,201,412,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2770695,1,Netshoes Miners,1,126,131,23,222,111,412,103,51,5,106,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2770695,0,Rensga eSports,0,150,108,13,523,89,123,109,124,39,64,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2781109,1,INTZ,0,150,106,13,523,201,104,111,4,23,3,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2781109,0,LOUD,1,18,120,103,124,89,109,222,5,12,145,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2781166,1,paiN Gaming,1,126,5,4,523,89,109,103,64,497,81,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2781166,0,Flamengo Esports,0,104,106,13,202,111,222,124,51,142,412,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2781212,1,RED Canids,1,39,5,84,222,497,13,23,111,123,4,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2781212,0,Netshoes Miners,0,126,64,1,523,89,109,51,124,516,164,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2781245,1,Liberty,0,150,5,4,222,497,126,13,412,103,123,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2781245,0,KaBuM! e-Sports,1,85,64,7,523,89,51,109,124,12,164,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2781270,1,Rensga eSports,1,54,106,7,51,125,109,123,126,89,23,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2781270,0,FURIA Esports,0,104,64,103,222,111,5,124,412,150,99,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2782376,1,FURIA Academy,0,266,131,118,222,125,4,108,111,164,126,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2782376,0,paiN Gaming Academy,1,85,5,23,523,412,64,51,124,555,157,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2782404,1,LOUD Academy,1,875,108,103,523,412,5,43,51,123,134,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2782404,0,Liberty Academy,0,109,59,13,145,111,124,222,64,122,266,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2782430,1,Flamengo Academy,1,104,64,84,81,223,13,4,51,164,39,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2782430,0,INTZ Academy,0,108,59,112,202,71,124,222,118,38,103,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2782447,1,Netshoes Miners Academy,1,109,120,13,523,43,70,115,64,23,150,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2782447,0,Rensga Academy,0,99,76,104,81,89,124,222,145,39,103,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2782469,1,KaBuM! Academy,1,58,64,13,523,125,4,51,120,81,126,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2782469,0,RED Academy,0,82,5,134,29,497,124,222,111,117,109,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2782842,1,INTZ Academy,0,85,106,13,222,53,5,51,4,875,266,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2782842,0,LOUD Academy,1,104,120,42,523,412,126,124,109,111,89,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2782871,1,paiN Gaming Academy,1,126,120,4,523,125,118,64,5,109,517,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2782871,0,Flamengo Academy,0,104,106,38,81,43,124,51,222,13,164,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2782880,1,RED Academy,0,23,5,13,81,71,58,51,43,117,497,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2782880,0,Netshoes Miners Academy,1,84,64,61,523,350,124,222,120,111,89,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2782900,1,Liberty Academy,1,109,5,103,124,89,64,120,51,106,59,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2782900,0,KaBuM! Academy,0,84,78,13,222,111,4,58,126,201,85,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2782918,1,Rensga Academy,0,104,421,103,222,12,555,131,43,223,412,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2782918,0,FURIA Academy,1,114,5,7,523,497,124,109,81,111,89,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2783230,1,KaBuM! e-Sports,1,150,64,123,81,89,109,51,120,39,164,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2783230,0,RED Canids,0,23,5,134,523,497,126,124,222,13,85,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2660083,1,Netshoes Miners,1,68,64,23,124,111,5,59,51,150,109,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2660083,0,Liberty,0,79,108,7,222,89,123,13,126,120,131,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2660115,1,Flamengo Esports,0,23,131,134,124,111,125,51,13,223,54,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2660115,0,Rensga eSports,1,875,106,103,222,412,64,123,109,7,157,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2660149,1,LOUD,0,102,104,142,124,89,126,64,523,108,123,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2660149,0,KaBuM! e-Sports,1,85,48,134,222,111,4,51,120,13,59,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2660180,1,FURIA Esports,1,109,120,112,81,201,64,23,51,164,777,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2660180,0,RED Canids,0,150,131,157,523,111,89,124,222,126,142,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2660207,1,INTZ,0,83,131,43,124,89,4,13,412,201,103,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2660207,0,paiN Gaming,1,126,120,123,222,12,5,106,45,23,164,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2660440,1,KaBuM! e-Sports,0,85,56,3,222,89,124,51,120,12,13,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2660440,0,Netshoes Miners,1,23,5,112,523,223,64,123,126,48,59,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2660501,1,Rensga eSports,1,777,113,7,51,125,58,109,523,64,120,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2660501,0,INTZ,0,84,106,3,81,43,124,222,13,4,103,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2660536,1,RED Canids,0,150,108,127,222,111,13,23,124,84,109,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2660536,0,Flamengo Esports,1,126,64,7,523,89,125,131,51,164,123,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2660574,1,paiN Gaming,1,23,106,103,124,497,4,7,120,222,145,1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2660574,0,LOUD,0,78,108,134,523,111,126,64,5,89,12,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2660639,1,Liberty,1,104,108,26,222,12,103,5,13,517,7,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2660639,0,FURIA Esports,0,126,106,142,523,497,124,51,64,164,54,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2661502,1,Flamengo Academy,1,150,120,145,124,111,70,13,64,104,103,1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2661502,0,Rensga Academy,0,43,108,45,222,12,118,23,4,517,126,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2661533,1,Netshoes Miners Academy,1,150,64,13,222,497,59,103,51,89,58,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2661533,0,Liberty Academy,0,164,5,112,523,223,124,120,145,111,126,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2661553,1,LOUD Academy,1,266,5,103,124,89,64,13,43,106,134,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2661553,0,KaBuM! Academy,0,126,72,84,222,111,4,120,51,109,350,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2661587,1,FURIA Academy,1,150,5,103,145,111,23,523,498,39,118,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2661587,0,RED Academy,0,104,64,134,81,223,124,222,131,126,109,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2661603,1,INTZ Academy,0,114,48,103,81,43,4,106,111,516,62,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2661603,0,paiN Gaming Academy,1,126,5,123,523,117,124,222,120,164,39,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2661844,1,KaBuM! Academy,0,58,76,13,222,89,51,120,4,109,106,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2661844,0,Netshoes Miners Academy,1,57,5,45,124,111,64,523,84,72,108,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2661895,1,Rensga Academy,0,145,120,103,117,125,126,109,523,517,164,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2661895,0,INTZ Academy,1,777,5,112,124,497,70,222,43,350,12,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2661909,1,RED Academy,0,114,64,112,523,111,120,118,145,38,126,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2661909,0,Flamengo Academy,1,85,78,23,51,43,124,5,222,134,13,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2661932,1,paiN Gaming Academy,0,516,59,123,222,412,43,5,120,122,109,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2661932,0,LOUD Academy,1,875,64,103,523,111,126,124,51,85,150,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2661963,1,Liberty Academy,0,126,108,103,523,111,5,145,51,89,223,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2661963,0,FURIA Academy,1,236,64,7,498,201,124,222,23,78,59,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2651434,1,paiN Gaming,1,23,5,123,222,89,412,777,51,497,12,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2651434,0,Rensga eSports,0,157,131,145,81,201,64,126,124,58,24,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2651447,1,FURIA Esports,0,23,5,103,145,89,126,64,7,350,108,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2651447,0,KaBuM! e-Sports,1,150,48,84,124,111,51,120,13,106,12,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2651460,1,Flamengo Esports,0,79,64,7,498,111,5,51,124,150,266,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2651460,0,Liberty,1,104,108,13,523,70,89,222,145,497,109,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2651473,1,INTZ,0,84,108,13,523,497,131,3,123,126,134,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2651473,0,RED Canids,1,150,64,112,81,89,51,222,124,5,164,1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2651501,1,LOUD,0,150,120,4,523,89,23,123,64,108,5,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2651501,0,Netshoes Miners,1,68,104,13,498,111,51,222,142,134,61,1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2631752,1,Liberty,1,104,64,61,124,111,109,5,13,164,23,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2631752,0,INTZ,0,39,106,134,236,350,222,145,108,4,3,1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2631762,1,Rensga eSports,0,126,48,517,124,12,64,4,123,222,145,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2631762,0,LOUD,1,23,106,103,523,111,777,84,157,7,134,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
