game,flagSide,team,result,top,jungle,mid,carry,supp,ban1,ban2,ban3,ban4,ban5,firstBlood,firstTower,firstHerald,event1,event2,event3,event4,event5,event6,event7,event8,event9,event10,event11,event12,event13,event14,event15,event16,event17,event18,event19,event20,event21,event22,event23,event24,event25,event26,event27,event28,event29,event30,event31,event32,event33,event34,event35
ESPORTSTMNT03_2631796,1,Netshoes Miners,0,68,64,517,222,111,120,51,126,142,112,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2631796,0,FURIA Esports,1,109,108,61,124,12,23,13,123,164,7,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2631825,1,KaBuM! e-Sports,1,150,64,123,523,111,51,120,13,12,223,1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2631825,0,Flamengo Esports,0,14,5,112,222,89,126,104,124,412,,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2631856,1,RED Canids,0,109,120,13,498,89,126,124,123,150,134,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2631856,0,paiN Gaming,1,23,5,103,81,111,51,222,64,164,112,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2652221,1,paiN Gaming Academy,1,164,120,61,145,497,43,70,64,104,106,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2652221,0,Rensga Academy,0,150,108,103,222,111,126,124,51,41,85,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2652267,1,FURIA Academy,1,150,131,13,124,111,84,222,51,39,126,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2652267,0,KaBuM! Academy,0,777,76,103,523,89,4,120,64,108,106,1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2652286,1,Flamengo Academy,1,266,421,61,222,89,103,13,111,201,123,1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2652286,0,Liberty Academy,0,104,64,112,110,223,124,118,145,23,109,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2652309,1,INTZ Academy,1,85,104,145,202,89,64,5,236,23,157,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2652309,0,RED Academy,0,777,131,18,22,111,222,120,124,110,498,1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2652318,1,LOUD Academy,0,122,106,112,236,267,43,120,64,85,81,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2652318,0,Netshoes Miners Academy,1,150,108,134,145,111,103,222,5,201,13,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2632576,1,Liberty Academy,0,58,64,13,124,12,112,126,104,497,201,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2632576,0,INTZ Academy,1,150,5,61,498,111,103,222,145,350,223,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2632603,1,Rensga Academy,0,23,67,103,64,12,4,120,145,498,350,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2632603,0,LOUD Academy,1,104,5,123,124,497,76,134,222,89,111,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2632640,1,Netshoes Miners Academy,0,58,64,45,110,497,5,222,13,157,23,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2632640,0,FURIA Academy,1,150,131,103,145,555,124,51,111,134,517,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2632657,1,KaBuM! Academy,1,84,59,777,523,154,4,51,120,7,13,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2632657,0,Flamengo Academy,0,17,106,429,498,875,124,222,64,126,39,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2632679,1,RED Academy,0,126,102,103,81,125,222,111,124,164,89,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2632679,0,paiN Gaming Academy,1,23,120,123,22,70,64,145,43,104,5,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2653081,1,Netshoes Miners,0,126,5,112,222,111,51,12,108,89,201,1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2653081,0,Liberty,1,14,64,61,523,70,123,13,124,48,131,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2653100,1,Liberty,1,104,48,13,124,125,123,23,5,164,68,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2653100,0,Netshoes Miners,0,126,108,134,145,111,51,222,64,89,12,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2653118,1,Liberty,1,126,108,13,523,89,123,23,124,164,68,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2653118,0,Netshoes Miners,0,150,64,112,498,111,51,222,70,12,125,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2633616,1,KaBuM! e-Sports,1,68,108,134,124,89,51,120,4,22,164,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2633616,0,RED Canids,0,150,5,13,81,111,126,64,222,85,,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2633644,1,RED Canids,0,23,131,236,222,497,126,124,134,150,85,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2633644,0,KaBuM! e-Sports,1,84,108,112,523,111,51,120,64,157,89,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2633657,1,RED Canids,0,150,108,123,222,111,126,124,134,104,85,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2633657,0,KaBuM! e-Sports,1,68,59,13,523,89,51,120,64,61,164,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2653763,1,paiN Gaming,1,126,5,4,222,223,112,104,51,123,7,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2653763,0,FURIA Esports,0,58,106,61,523,12,64,124,23,13,103,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2653778,1,FURIA Esports,1,23,121,7,124,89,64,126,5,223,111,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2653778,0,paiN Gaming,0,84,108,103,222,12,112,51,106,4,123,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2653794,1,FURIA Esports,1,23,108,13,145,111,126,5,222,110,498,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2653794,0,paiN Gaming,0,24,64,4,81,89,51,112,124,12,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2653842,1,paiN Gaming,1,23,64,123,498,89,112,51,523,5,106,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2653842,0,FURIA Esports,0,875,78,45,81,111,126,222,124,145,110,1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2653869,1,FURIA Esports,0,150,120,112,18,111,126,5,64,517,85,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2653869,0,paiN Gaming,1,164,108,4,81,89,124,23,222,145,51,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655697,1,RED Canids,0,150,108,112,222,89,523,13,4,61,126,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655697,0,Liberty,1,104,64,26,498,111,120,124,5,103,23,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635924,1,RED Canids,1,150,108,123,22,89,523,13,4,26,112,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635924,0,Liberty,0,14,64,61,498,111,120,124,5,103,23,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635930,1,Liberty,0,104,108,103,222,223,120,23,22,164,150,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635930,0,RED Canids,1,126,64,123,21,89,523,13,124,79,12,1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635949,1,Liberty,1,266,106,103,21,111,120,22,89,23,164,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635949,0,RED Canids,0,150,64,123,202,12,523,124,13,104,114,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635970,1,RED Canids,1,164,59,112,21,89,523,106,103,81,222,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635970,0,Liberty,0,79,108,13,202,12,120,22,124,64,5,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655923,1,KaBuM! e-Sports,0,150,108,13,523,89,4,51,22,103,23,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655923,0,paiN Gaming,1,236,5,123,222,111,64,124,126,68,134,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655944,1,KaBuM! e-Sports,0,85,104,112,498,89,4,51,236,108,5,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655944,0,paiN Gaming,1,23,106,103,222,111,64,126,124,68,48,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655962,1,paiN Gaming,1,85,5,103,222,89,68,124,64,48,123,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655962,0,KaBuM! e-Sports,0,150,56,134,523,111,4,51,126,236,164,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636648,1,Flamengo Academy,1,164,108,103,498,497,13,555,7,61,123,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636648,0,FURIA Academy,0,84,64,145,523,111,124,23,43,89,223,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636692,1,FURIA Academy,1,85,108,103,135,111,498,38,124,23,517,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636692,0,Flamengo Academy,0,126,64,84,222,89,13,555,131,523,145,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636727,1,FURIA Academy,0,266,108,103,523,89,498,38,124,164,23,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636727,0,Flamengo Academy,1,150,64,123,222,111,13,555,131,85,84,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636739,1,FURIA Academy,0,24,5,103,145,111,498,38,124,23,58,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636739,0,Flamengo Academy,1,164,64,123,222,223,13,555,108,106,56,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636906,1,INTZ Academy,1,126,5,13,81,412,106,523,222,164,123,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636906,0,paiN Gaming Academy,0,23,120,103,498,497,104,124,89,43,350,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636915,1,INTZ Academy,0,126,64,112,81,89,4,222,523,164,123,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636915,0,paiN Gaming Academy,1,150,120,61,498,111,104,124,13,106,5,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636935,1,paiN Gaming Academy,0,150,64,103,124,111,104,126,120,89,39,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636935,0,INTZ Academy,1,164,5,7,22,412,106,222,4,123,127,1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2656620,1,INTZ Academy,0,23,59,7,498,12,106,222,150,123,127,1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2656620,0,paiN Gaming Academy,1,126,120,103,21,70,104,5,13,164,68,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2656623,1,paiN Gaming Academy,1,126,108,42,498,111,104,7,13,53,412,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2656623,0,INTZ Academy,0,164,5,145,22,223,106,222,120,123,103,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2657090,1,FURIA Esports,0,104,59,7,222,89,64,126,51,164,85,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2657090,0,RED Canids,1,150,120,123,523,125,23,124,106,108,84,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2657101,1,RED Canids,0,150,120,112,124,350,23,106,111,7,45,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2657101,0,FURIA Esports,1,104,108,103,51,43,64,21,126,123,164,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2657112,1,RED Canids,1,14,120,123,222,70,23,106,124,,,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2657112,0,FURIA Esports,0,109,108,61,51,99,64,21,126,164,43,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2657120,1,RED Canids,1,14,59,112,523,125,23,106,124,108,5,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2657120,0,FURIA Esports,0,104,68,103,498,111,64,123,120,164,7,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2637518,1,RED Canids,0,516,106,112,523,125,126,150,124,85,68,1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2637518,0,KaBuM! e-Sports,1,41,59,103,222,412,51,120,64,123,164,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2637520,1,RED Canids,1,164,59,4,222,125,126,150,124,85,103,1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2637520,0,KaBuM! e-Sports,0,41,48,84,498,89,51,64,120,112,123,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2637524,1,RED Canids,1,516,59,123,523,125,126,103,124,85,41,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2637524,0,KaBuM! e-Sports,0,68,48,112,222,412,51,64,120,164,150,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2637527,1,KaBuM! e-Sports,0,126,64,123,145,89,51,125,120,131,112,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2637527,0,RED Canids,1,54,56,7,222,111,124,103,59,498,81,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2637710,1,LOUD Academy,0,106,108,13,81,223,498,38,84,150,85,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2637710,0,Flamengo Academy,1,118,64,45,21,89,875,124,5,122,266,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2637720,1,Flamengo Academy,1,85,108,1,222,223,875,5,124,26,70,1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2637720,0,LOUD Academy,0,23,120,103,22,125,498,21,64,84,38,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2637728,1,Flamengo Academy,0,79,108,1,222,89,875,5,124,26,123,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2637728,0,LOUD Academy,1,23,120,103,523,125,498,21,64,38,223,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2637737,1,LOUD Academy,0,23,120,43,523,70,498,21,64,84,38,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2637737,0,Flamengo Academy,1,79,108,103,222,223,875,5,124,125,26,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2657561,1,Netshoes Miners Academy,0,150,120,61,22,117,126,111,222,164,85,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2657561,0,paiN Gaming Academy,1,41,106,517,498,70,43,124,103,21,81,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2657570,1,paiN Gaming Academy,1,104,106,123,124,125,43,7,22,350,516,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2657570,0,Netshoes Miners Academy,0,150,120,103,21,70,126,111,222,164,114,1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2657588,1,paiN Gaming Academy,1,126,108,268,498,111,43,7,64,54,23,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2657588,0,Netshoes Miners Academy,0,516,59,103,22,89,222,124,120,123,45,1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2638171,1,paiN Gaming Academy,0,114,108,61,523,125,64,106,222,79,103,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2638171,0,Flamengo Academy,1,85,59,23,21,89,126,124,120,7,123,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2657884,1,Flamengo Academy,0,164,106,103,21,89,126,124,23,41,7,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2657884,0,paiN Gaming Academy,1,150,48,123,498,111,64,108,222,79,118,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2657886,1,paiN Gaming Academy,0,516,48,142,498,497,64,108,21,23,84,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2657886,0,Flamengo Academy,1,266,106,61,236,267,126,124,111,123,103,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2657889,1,Flamengo Academy,0,85,106,23,21,71,126,124,111,79,41,1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2657889,0,paiN Gaming Academy,1,150,59,7,498,89,64,108,103,38,123,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2638213,1,paiN Gaming Academy,0,41,48,268,21,111,64,108,23,118,61,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2638213,0,Flamengo Academy,1,68,59,103,222,223,126,124,498,7,150,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2658136,1,RED Canids,0,14,59,112,222,875,23,126,103,7,150,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2658136,0,paiN Gaming,1,109,64,42,498,111,125,164,124,516,89,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2638459,1,RED Canids,1,79,120,112,222,111,23,498,64,109,106,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2638459,0,paiN Gaming,0,126,48,103,523,223,125,124,164,516,123,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2638460,1,RED Canids,0,79,108,103,222,111,23,498,64,89,109,1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2638460,0,paiN Gaming,1,126,120,123,523,12,125,124,164,516,59,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2658140,1,RED Canids,1,516,120,103,523,497,23,498,64,111,201,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2658140,0,paiN Gaming,0,109,5,42,222,89,125,124,164,123,70,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2658141,1,RED Canids,1,14,59,103,124,12,23,498,64,106,109,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2658141,0,paiN Gaming,0,126,5,7,222,111,125,516,120,164,497,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,